instance id,request id,model,input,output,arrival,end_time,latency,queuing_delay,TTFT,TPOT,ITL,npu_cache_hit,storage_cache_hit,prefix_cache_hit
0,8,meta-llama/Llama-3.1-8B,12,52,903845068,2228237057,1324391989,11282712,38624659,32968393,"[25221007, 25221007, 25221007, 25221007, 27747738, 25739209, 25739209, 25739209, 25739209, 25739209, 25739209, 25739209, 25739209, 25739209, 25739209, 25739209, 25739209, 28808393, 25775990, 25775990, 25775990, 25775990, 25775990, 25775990, 29498763, 27555059, 69716119, 90225271, 50465230, 32139633, 26674953, 26674953, 26674953, 71152442, 91000221, 41760023, 27087701, 27087701, 27087701]",0,0,0
0,11,meta-llama/Llama-3.1-8B,31,68,1379405751,2689317053,1309911302,566250,29374643,35570462,"[25775990, 25775990, 25775990, 25775990, 25775990, 25775990, 29498763, 27555059, 69716119, 90225271, 50465230, 32139633, 26674953, 26674953, 26674953, 71152442, 91000221, 41760023, 27087701, 27087701, 27087701, 27053106, 51594459, 27217844, 30750660, 27276107, 27276107, 30551413, 27680552, 27680552, 27680552, 41417450, 30566547, 28111549, 28111549, 28111549]",0,0,0
0,25,meta-llama/Llama-3.1-8B,4,28,2228417547,2973189196,744771649,26872616,78467075,28969764,"[27217844, 30750660, 27276107, 27276107, 30551413, 27680552, 27680552, 27680552, 41417450, 30566547, 28111549, 28111549, 28111549, 27763603, 27763603, 27763603, 27763603, 27763603, 27763603, 32955878, 28111549, 28111549, 28111549]",0,0,0
0,28,meta-llama/Llama-3.1-8B,7,43,2412644520,4228752099,1816107579,6760820,37312233,50822724,"[27680552, 27680552, 27680552, 41417450, 30566547, 28111549, 28111549, 28111549, 27763603, 27763603, 27763603, 27763603, 27763603, 27763603, 32955878, 28111549, 28111549, 28111549, 27763603, 27763603, 27763603, 27763603, 27763603, 27763603, 27763603, 27763603, 201432440, 52234753, 28416676, 28416676, 191765806, 155845971, 29498239, 211118650, 134724868]",0,0,0
0,35,meta-llama/Llama-3.1-8B,1,10,3336021694,4284654301,948632607,60708766,112943519,104461136,"[28416676, 28416676, 191765806, 155845971, 29498239, 211118650, 134724868, 55902202]",0,0,0
0,48,meta-llama/Llama-3.1-8B,17,22,4209283457,4409100423,199816966,19468642,75370844,31111530,"[33562025, 30294699, 30294699, 30294699]",0,0,0
0,1,meta-llama/Llama-3.1-8B,19,138,347938951,4893091057,4545152106,13319203,40152816,38177960,"[24480789, 24480789, 24480789, 24480789, 29951478, 24432234, 24432234, 24432234, 93685508, 27175694, 25061799, 25061799, 25061799, 25061799, 25061799, 28986224, 25354128, 25354128, 27341947, 25221007, 25221007, 25221007, 25221007, 27747738, 25739209, 25739209, 25739209, 25739209, 25739209, 25739209, 25739209, 25739209, 25739209, 25739209, 25739209, 25739209, 28808393, 25775990, 25775990, 25775990, 25775990, 25775990, 25775990, 29498763, 27555059, 69716119, 90225271, 50465230, 32139633, 26674953, 26674953, 26674953, 71152442, 91000221, 41760023, 27087701, 27087701, 27087701, 27053106, 51594459, 27217844, 30750660, 27276107, 27276107, 30551413, 27680552, 27680552, 27680552, 41417450, 30566547, 28111549, 28111549, 28111549, 27763603, 27763603, 27763603, 27763603, 27763603, 27763603, 32955878, 28111549, 28111549, 28111549, 27763603, 27763603, 27763603, 27763603, 27763603, 27763603, 27763603, 27763603, 201432440, 52234753, 28416676, 28416676, 191765806, 155845971, 29498239, 211118650, 134724868, 55902202, 33562025, 30294699, 30294699, 30294699, 30103263, 30103263, 30103263, 30103263, 30103263, 30103263, 52920523, 30288299, 30288299, 30288299, 98869290, 30358173, 30358173]",0,0,0
0,43,meta-llama/Llama-3.1-8B,1081,1103,3880823975,4953667655,1072843680,2084606,213203256,40935258,"[134724868, 55902202, 33562025, 30294699, 30294699, 30294699, 30103263, 30103263, 30103263, 30103263, 30103263, 30103263, 52920523, 30288299, 30288299, 30288299, 98869290, 30358173, 30358173, 30288299, 30288299]",0,0,0
0,6,meta-llama/Llama-3.1-8B,21,134,610813767,5013862789,4403049022,72134844,99310538,38426236,"[25061799, 25061799, 25061799, 25061799, 25061799, 28986224, 25354128, 25354128, 27341947, 25221007, 25221007, 25221007, 25221007, 27747738, 25739209, 25739209, 25739209, 25739209, 25739209, 25739209, 25739209, 25739209, 25739209, 25739209, 25739209, 25739209, 28808393, 25775990, 25775990, 25775990, 25775990, 25775990, 25775990, 29498763, 27555059, 69716119, 90225271, 50465230, 32139633, 26674953, 26674953, 26674953, 71152442, 91000221, 41760023, 27087701, 27087701, 27087701, 27053106, 51594459, 27217844, 30750660, 27276107, 27276107, 30551413, 27680552, 27680552, 27680552, 41417450, 30566547, 28111549, 28111549, 28111549, 27763603, 27763603, 27763603, 27763603, 27763603, 27763603, 32955878, 28111549, 28111549, 28111549, 27763603, 27763603, 27763603, 27763603, 27763603, 27763603, 27763603, 27763603, 201432440, 52234753, 28416676, 28416676, 191765806, 155845971, 29498239, 211118650, 134724868, 55902202, 33562025, 30294699, 30294699, 30294699, 30103263, 30103263, 30103263, 30103263, 30103263, 30103263, 52920523, 30288299, 30288299, 30288299, 98869290, 30358173, 30358173, 30288299, 30288299, 30097567, 30097567]",0,0,0
0,2,meta-llama/Llama-3.1-8B,91,216,479613520,5226219822,4746606302,6401403,36352881,37985914,"[24432234, 24432234, 24432234, 93685508, 27175694, 25061799, 25061799, 25061799, 25061799, 25061799, 28986224, 25354128, 25354128, 27341947, 25221007, 25221007, 25221007, 25221007, 27747738, 25739209, 25739209, 25739209, 25739209, 25739209, 25739209, 25739209, 25739209, 25739209, 25739209, 25739209, 25739209, 28808393, 25775990, 25775990, 25775990, 25775990, 25775990, 25775990, 29498763, 27555059, 69716119, 90225271, 50465230, 32139633, 26674953, 26674953, 26674953, 71152442, 91000221, 41760023, 27087701, 27087701, 27087701, 27053106, 51594459, 27217844, 30750660, 27276107, 27276107, 30551413, 27680552, 27680552, 27680552, 41417450, 30566547, 28111549, 28111549, 28111549, 27763603, 27763603, 27763603, 27763603, 27763603, 27763603, 32955878, 28111549, 28111549, 28111549, 27763603, 27763603, 27763603, 27763603, 27763603, 27763603, 27763603, 27763603, 201432440, 52234753, 28416676, 28416676, 191765806, 155845971, 29498239, 211118650, 134724868, 55902202, 33562025, 30294699, 30294699, 30294699, 30103263, 30103263, 30103263, 30103263, 30103263, 30103263, 52920523, 30288299, 30288299, 30288299, 98869290, 30358173, 30358173, 30288299, 30288299, 30097567, 30097567, 31771631, 30097567, 30097567, 30097567, 30097567, 30097567, 30097567]",0,0,0
