sim_time_ns,instance_id,npu_used_bytes,npu_total_bytes,cpu_used_bytes,cpu_total_bytes,npu_prefix_tokens,storage_prefix_tokens,evictable_tokens,protected_tokens,npu_hit_total,storage_hit_total,npu_hit_interval,storage_hit_interval,npu_hit_rate_interval,prompt_throughput,gen_throughput,evict_npu_to_cpu_bytes_total,load_cpu_to_npu_bytes_total,evict_npu_prefix_bytes_total,evict_storage_prefix_bytes_total,prefix_load_storage_to_npu_bytes_total
500000000,0,16060522496,25769803776,0,137438953472,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0
1000000000,0,16060522496,25769803776,0,137438953472,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0
1500000000,0,16102465536,25769803776,0,137438953472,320,356,0,320,0,0,0,0,0.00,0,0,0,0,0,0,0
2000000000,0,16131825664,25769803776,0,137438953472,544,628,0,544,0,1,0,1,0.00,0,0,0,0,0,0,0
2500000000,0,16222003200,25769803776,0,137438953472,1232,1335,64,1168,0,1,0,0,0.00,0,0,0,0,0,0,0
3000000000,0,16654016512,25769803776,0,137438953472,4528,4688,64,4464,48,19,48,18,1.46,0,0,0,0,0,0,0
3500000000,0,16805011456,25769803776,0,137438953472,5680,5906,64,5616,48,20,0,1,0.00,0,0,0,0,0,0,0
4000000000,0,16895188992,25769803776,0,137438953472,6368,6571,112,6256,176,26,128,6,49.42,0,0,0,0,0,0,0
4500000000,0,17127972864,25769803776,0,137438953472,8144,8367,160,7984,192,45,16,19,1.21,0,0,0,0,0,0,0
5000000000,0,17249607680,25769803776,0,137438953472,9072,9321,160,8912,192,59,0,14,0.00,0,0,0,0,0,0,0
5500000000,0,17371242496,25769803776,0,137438953472,10000,10307,320,9680,192,63,0,4,0.00,0,0,0,0,0,0,0
6000000000,0,17461420032,25769803776,0,137438953472,10688,10991,640,10048,192,63,0,0,0.00,0,0,0,0,0,0,0
6500000000,0,17551597568,25769803776,0,137438953472,11376,11689,2464,8912,192,63,0,0,0.00,0,0,0,0,0,0,0
7000000000,0,17637580800,25769803776,0,137438953472,12032,12321,3504,8528,192,63,0,0,0.00,0,0,0,0,0,0,0
7500000000,0,17713078272,25769803776,0,137438953472,12608,12938,3952,8656,192,63,0,0,0.00,0,0,0,0,0,0,0
8000000000,0,17796964352,25769803776,0,137438953472,13248,13560,4256,8992,192,63,0,0,0.00,0,0,0,0,0,0,0
