instance id,request id,model,input,output,arrival,end_time,latency,queuing_delay,TTFT,TPOT,ITL,npu_cache_hit,storage_cache_hit,prefix_cache_hit
0,2,meta-llama/Llama-3.1-8B,10,26,100000000,513653691,413653691,56041,26178882,25831653,"[24432234, 26473043, 24699503, 26480084, 24557343, 26528975, 25032515, 26675432, 25051943, 26935182, 25339920, 27212884, 25210479, 27348788, 25496484]",0,10,10
0,7,meta-llama/Llama-3.1-8B,5,17,350000000,673776675,323776675,6109954,33045136,26430139,"[25339920, 27212884, 25210479, 27348788, 25496484, 26854248, 25496484, 27137886, 25722409, 29152095, 25759862]",0,0,0
0,0,meta-llama/Llama-3.1-8B,11,43,0,836952572,836952572,1,25959753,26161058,"[24017853, 24017853, 26060582, 26122841, 24432234, 26473043, 24699503, 26480084, 24557343, 26528975, 25032515, 26675432, 25051943, 26935182, 25339920, 27212884, 25210479, 27348788, 25496484, 26854248, 25496484, 27137886, 25722409, 29152095, 25759862, 27385814, 27490036, 25600502, 29453946, 25802206, 27443393]",0,0,0
0,4,meta-llama/Llama-3.1-8B,9,33,200000000,836952572,636952572,1783662,28263746,26464731,"[24557343, 26528975, 25032515, 26675432, 25051943, 26935182, 25339920, 27212884, 25210479, 27348788, 25496484, 26854248, 25496484, 27137886, 25722409, 29152095, 25759862, 27385814, 27490036, 25600502, 29453946, 25802206, 27443393]",0,0,0
0,6,meta-llama/Llama-3.1-8B,7,27,300000000,836952572,536952572,4382579,31058011,26626029,"[25051943, 26935182, 25339920, 27212884, 25210479, 27348788, 25496484, 26854248, 25496484, 27137886, 25722409, 29152095, 25759862, 27385814, 27490036, 25600502, 29453946, 25802206, 27443393]",0,7,7
0,9,meta-llama/Llama-3.1-8B,11,29,450000000,943236726,493236726,10808419,38157207,26769383,"[25496484, 26854248, 25496484, 27137886, 25722409, 29152095, 25759862, 27385814, 27490036, 25600502, 29453946, 25802206, 27443393, 25759862, 27400639, 25600502, 27523151]",0,0,0
0,14,meta-llama/Llama-3.1-8B,8,22,700000000,1073747095,373747095,1162489,28652525,26545736,"[25600502, 29453946, 25802206, 27443393, 25759862, 27400639, 25600502, 27523151, 25600502, 27503249, 25802206, 25802206, 25802206]",0,5,5
0,10,meta-llama/Llama-3.1-8B,10,32,500000000,1099347597,599347597,13653691,40507939,26611412,"[25496484, 27137886, 25722409, 29152095, 25759862, 27385814, 27490036, 25600502, 29453946, 25802206, 27443393, 25759862, 27400639, 25600502, 27523151, 25600502, 27503249, 25802206, 25802206, 25802206, 25600502]",0,10,10
0,8,meta-llama/Llama-3.1-8B,12,40,400000000,1150867321,750867321,8385056,35597940,26491458,"[25210479, 27348788, 25496484, 26854248, 25496484, 27137886, 25722409, 29152095, 25759862, 27385814, 27490036, 25600502, 29453946, 25802206, 27443393, 25759862, 27400639, 25600502, 27523151, 25600502, 27503249, 25802206, 25802206, 25802206, 25600502, 25759862, 25759862]",0,5,5
0,11,meta-llama/Llama-3.1-8B,8,30,550000000,1150867321,600867321,16004423,43142309,26558333,"[25722409, 29152095, 25759862, 27385814, 27490036, 25600502, 29453946, 25802206, 27443393, 25759862, 27400639, 25600502, 27523151, 25600502, 27503249, 25802206, 25802206, 25802206, 25600502, 25759862, 25759862]",0,8,8
