instance id,request id,model,input,output,arrival,end_time,latency,queuing_delay,TTFT,TPOT,ITL,npu_cache_hit,storage_cache_hit,prefix_cache_hit
0,8,meta-llama/Llama-3.1-8B,12,52,903845068,2228439126,1324594058,11282712,38624659,32973574,"[25221007, 25221007, 25221007, 25221007, 27747738, 25739209, 25739209, 25739209, 25739209, 25739209, 25739209, 25739209, 25739209, 25739209, 25739209, 25739209, 25739209, 28808393, 25775990, 25775990, 25775990, 25775990, 25775990, 25775990, 29496053, 27555059, 69716119, 90993087, 51255519, 32012146, 26674953, 26674953, 26674953, 71152442, 91720886, 39813519, 27087701, 27087701, 27087701]",0,0,0
0,11,meta-llama/Llama-3.1-8B,31,68,1379405751,2701328276,1321922525,566250,29374643,35904107,"[25775990, 25775990, 25775990, 25775990, 25775990, 25775990, 29496053, 27555059, 69716119, 90993087, 51255519, 32012146, 26674953, 26674953, 26674953, 71152442, 91720886, 39813519, 27087701, 27087701, 27087701, 28864582, 51474744, 27217844, 30750660, 27276107, 27276107, 30496947, 27680552, 27680552, 27680552, 51589309, 30566547, 28111549, 28111549, 28111549]",0,0,0
0,25,meta-llama/Llama-3.1-8B,4,28,2228417547,2957436816,729019269,21579,28886161,30440569,"[51474744, 27217844, 30750660, 27276107, 27276107, 30496947, 27680552, 27680552, 27680552, 51589309, 30566547, 28111549, 28111549, 28111549, 27763603, 27763603, 27763603, 27763603, 27763603, 32955878, 28111549, 28111549, 28111549]",0,0,0
0,28,meta-llama/Llama-3.1-8B,7,43,2412644520,4239425641,1826781121,8654650,39151597,51075129,"[27680552, 27680552, 27680552, 51589309, 30566547, 28111549, 28111549, 28111549, 27763603, 27763603, 27763603, 27763603, 27763603, 32955878, 28111549, 28111549, 28111549, 27763603, 27763603, 27763603, 27763603, 27763603, 27763603, 27763603, 27763603, 201432440, 42566404, 33480413, 28416676, 28416676, 192586264, 157045698, 29498239, 211118650, 135318541]",0,0,0
0,35,meta-llama/Llama-3.1-8B,1,10,3336021694,4239425641,903403947,44956386,87522790,101985144,"[33480413, 28416676, 28416676, 192586264, 157045698, 29498239, 211118650, 135318541]",0,0,0
0,48,meta-llama/Llama-3.1-8B,17,22,4209283457,4426538327,217254870,30142184,96076074,30294699,"[30294699, 30294699, 30294699, 30294699]",0,0,0
0,1,meta-llama/Llama-3.1-8B,19,138,347938951,4910460000,4562521049,13319203,40152816,38325154,"[24480789, 24480789, 24480789, 24480789, 29951478, 24432234, 24432234, 24432234, 93685508, 27175694, 25061799, 25061799, 25061799, 25061799, 25061799, 28986224, 25354128, 25354128, 27341947, 25221007, 25221007, 25221007, 25221007, 27747738, 25739209, 25739209, 25739209, 25739209, 25739209, 25739209, 25739209, 25739209, 25739209, 25739209, 25739209, 25739209, 28808393, 25775990, 25775990, 25775990, 25775990, 25775990, 25775990, 29496053, 27555059, 69716119, 90993087, 51255519, 32012146, 26674953, 26674953, 26674953, 71152442, 91720886, 39813519, 27087701, 27087701, 27087701, 28864582, 51474744, 27217844, 30750660, 27276107, 27276107, 30496947, 27680552, 27680552, 27680552, 51589309, 30566547, 28111549, 28111549, 28111549, 27763603, 27763603, 27763603, 27763603, 27763603, 32955878, 28111549, 28111549, 28111549, 27763603, 27763603, 27763603, 27763603, 27763603, 27763603, 27763603, 27763603, 201432440, 42566404, 33480413, 28416676, 28416676, 192586264, 157045698, 29498239, 211118650, 135318541, 65933890, 30294699, 30294699, 30294699, 30294699, 30103263, 30103263, 30103263, 30103263, 30103263, 30103263, 52851562, 30288299, 30288299, 30288299, 98869290, 30358173, 30358173]",0,0,0
0,43,meta-llama/Llama-3.1-8B,1081,1103,3880823975,4971036598,1090212623,12164475,223283125,41282357,"[135318541, 65933890, 30294699, 30294699, 30294699, 30294699, 30103263, 30103263, 30103263, 30103263, 30103263, 30103263, 52851562, 30288299, 30288299, 30288299, 98869290, 30358173, 30358173, 30288299, 30288299]",0,0,0
0,6,meta-llama/Llama-3.1-8B,21,134,610813767,5031231732,4420417965,72134844,99310538,38581316,"[25061799, 25061799, 25061799, 25061799, 25061799, 28986224, 25354128, 25354128, 27341947, 25221007, 25221007, 25221007, 25221007, 27747738, 25739209, 25739209, 25739209, 25739209, 25739209, 25739209, 25739209, 25739209, 25739209, 25739209, 25739209, 25739209, 28808393, 25775990, 25775990, 25775990, 25775990, 25775990, 25775990, 29496053, 27555059, 69716119, 90993087, 51255519, 32012146, 26674953, 26674953, 26674953, 71152442, 91720886, 39813519, 27087701, 27087701, 27087701, 28864582, 51474744, 27217844, 30750660, 27276107, 27276107, 30496947, 27680552, 27680552, 27680552, 51589309, 30566547, 28111549, 28111549, 28111549, 27763603, 27763603, 27763603, 27763603, 27763603, 32955878, 28111549, 28111549, 28111549, 27763603, 27763603, 27763603, 27763603, 27763603, 27763603, 27763603, 27763603, 201432440, 42566404, 33480413, 28416676, 28416676, 192586264, 157045698, 29498239, 211118650, 135318541, 65933890, 30294699, 30294699, 30294699, 30294699, 30103263, 30103263, 30103263, 30103263, 30103263, 30103263, 52851562, 30288299, 30288299, 30288299, 98869290, 30358173, 30358173, 30288299, 30288299, 30097567, 30097567]",0,0,0
0,2,meta-llama/Llama-3.1-8B,91,216,479613520,5243588765,4763975245,6401403,36352881,38125986,"[24432234, 24432234, 24432234, 93685508, 27175694, 25061799, 25061799, 25061799, 25061799, 25061799, 28986224, 25354128, 25354128, 27341947, 25221007, 25221007, 25221007, 25221007, 27747738, 25739209, 25739209, 25739209, 25739209, 25739209, 25739209, 25739209, 25739209, 25739209, 25739209, 25739209, 25739209, 28808393, 25775990, 25775990, 25775990, 25775990, 25775990, 25775990, 29496053, 27555059, 69716119, 90993087, 51255519, 32012146, 26674953, 26674953, 26674953, 71152442, 91720886, 39813519, 27087701, 27087701, 27087701, 28864582, 51474744, 27217844, 30750660, 27276107, 27276107, 30496947, 27680552, 27680552, 27680552, 51589309, 30566547, 28111549, 28111549, 28111549, 27763603, 27763603, 27763603, 27763603, 27763603, 32955878, 28111549, 28111549, 28111549, 27763603, 27763603, 27763603, 27763603, 27763603, 27763603, 27763603, 27763603, 201432440, 42566404, 33480413, 28416676, 28416676, 192586264, 157045698, 29498239, 211118650, 135318541, 65933890, 30294699, 30294699, 30294699, 30294699, 30103263, 30103263, 30103263, 30103263, 30103263, 30103263, 52851562, 30288299, 30288299, 30288299, 98869290, 30358173, 30358173, 30288299, 30288299, 30097567, 30097567, 31771631, 30097567, 30097567, 30097567, 30097567, 30097567, 30097567]",0,0,0
0,34,meta-llama/Llama-3.1-8B,1065,1110,3170788537,5473368107,2302579570,8757103,210189543,47554318,"[42566404, 33480413, 28416676, 28416676, 192586264, 157045698, 29498239, 211118650, 135318541, 65933890, 30294699, 30294699, 30294699, 30294699, 30103263, 30103263, 30103263, 30103263, 30103263, 30103263, 52851562, 30288299, 30288299, 30288299, 98869290, 30358173, 30358173, 30288299, 30288299, 30097567, 30097567, 31771631, 30097567, 30097567, 30097567, 30097567, 30097567, 30097567, 34231418, 30097567, 30097567, 74776192, 30288299, 30288299]",0,0,0
0,26,meta-llama/Llama-3.1-8B,192,275,2250691133,5844107597,3593416464,6612575,58087319,43113770,"[27217844, 30750660, 27276107, 27276107, 30496947, 27680552, 27680552, 27680552, 51589309, 30566547, 28111549, 28111549, 28111549, 27763603, 27763603, 27763603, 27763603, 27763603, 32955878, 28111549, 28111549, 28111549, 27763603, 27763603, 27763603, 27763603, 27763603, 27763603, 27763603, 27763603, 201432440, 42566404, 33480413, 28416676, 28416676, 192586264, 157045698, 29498239, 211118650, 135318541, 65933890, 30294699, 30294699, 30294699, 30294699, 30103263, 30103263, 30103263, 30103263, 30103263, 30103263, 52851562, 30288299, 30288299, 30288299, 98869290, 30358173, 30358173, 30288299, 30288299, 30097567, 30097567, 31771631, 30097567, 30097567, 30097567, 30097567, 30097567, 30097567, 34231418, 30097567, 30097567, 74776192, 30288299, 30288299, 30103263, 30103263, 30103263, 30103263, 42753167, 63024543, 144548728]",0,0,0
