instance id,request id,model,input,output,arrival,end_time,latency,queuing_delay,TTFT,TPOT,ITL,npu_cache_hit,storage_cache_hit,prefix_cache_hit,tier_reload_source,evict_npu_to_cpu_bytes,evict_npu_to_cxl_bytes,load_cpu_to_npu_bytes,load_cxl_to_npu_bytes,evict_raw_bytes,evict_stored_bytes,evict_compression_ratio,harp_state_final,harp_stall_time_ns,harp_stall_events,harp_shadow_hit_tokens,harp_decode_tokens,harp_shadow_ratio,tier_transition_bytes_total
0,4,meta-llama/Llama-3.1-8B,27,55,587870262,1618421347,1030551085,4925957,33473580,36928796,"[26802818, 25052199, 25052199, 25052199, 25052199, 25052199, 25052199, 25052199, 59242245, 25354389, 171718242, 146422271, 25755166, 25755166, 25755166, 25755166, 25755166, 25755166, 27679889, 25802576, 25802576, 25802576, 25802576, 25802576, 25802576, 27579202, 27566604]",0,0,0,NPU,0,0,0,0,0,0,1.0,hot,0,0,0,0,1.0,0
0,14,meta-llama/Llama-3.1-8B,4,28,1601985365,2951140733,1349155368,16435982,43965212,56747398,"[285739312, 50600609, 30154385, 26822699, 29747880, 26844708, 93558915, 27059851, 27059851, 29019418, 190839741, 146937332, 63155925, 27764953, 27764953, 27764953, 27764953, 27764953, 27764953, 27764953, 27764953, 27764953, 27764953]",0,0,0,NPU,0,0,0,0,0,0,1.0,hot,0,0,0,0,1.0,0
0,2,meta-llama/Llama-3.1-8B,19,263,479613520,8068604176,7588990656,13088220,39885292,31066277,"[24432469, 24432469, 24432469, 28547623, 26802818, 25052199, 25052199, 25052199, 25052199, 25052199, 25052199, 25052199, 59242245, 25354389, 171718242, 146422271, 25755166, 25755166, 25755166, 25755166, 25755166, 25755166, 27679889, 25802576, 25802576, 25802576, 25802576, 25802576, 25802576, 27579202, 27566604, 27529230, 285739312, 50600609, 30154385, 26822699, 29747880, 26844708, 93558915, 27059851, 27059851, 29019418, 190839741, 146937332, 63155925, 27764953, 27764953, 27764953, 27764953, 27764953, 27764953, 27764953, 27764953, 27764953, 27764953, 27684411, 27684411, 27684411, 27684411, 27684411, 27684411, 27684411, 27684411, 27685307, 27685307, 27685307, 27685307, 27685307, 27685307, 27685307, 27685307, 27685307, 27685307, 27685307, 27685307, 27685307, 27685307, 27685307, 27685307, 27685307, 27685307, 27685307, 27685307, 27685307, 27685307, 27685307, 27685307, 27685307, 27685307, 27685307, 27685307, 26520888, 325935842, 26699917, 26699917, 25040478, 25040478, 25040478, 25089086, 25089086, 25089086, 25089086, 25089086, 25089086, 25089086, 24771925, 24771925, 24771925, 26747689, 24842869, 25029791, 25029791, 25029791, 25029791, 25029791, 25029791, 25029791, 25029791, 25029791, 25029791, 25029791, 25029791, 25029791, 25029791, 24890641, 24842869, 24842869, 24842869, 24842869, 24842869, 24842869, 24842869, 24842869, 24842869, 24842869, 24842869, 24842869, 24842869, 24842869, 24842869, 25068031, 25029791, 25029791, 25029791, 25029791, 25029791, 25029791, 25029791, 25029791, 25116479, 25116479, 25116479, 25116479, 25116479, 25116479, 25116479, 25154719, 25116479, 25116479, 25116479, 25116479, 25116479, 25116479, 25116479, 25116479, 25116479, 25116479, 25116479, 25116479, 25116479, 25116479, 25116479, 25166329, 25051829, 25051829, 25051829, 25051829, 25051829, 25051829, 25051829, 25051829, 25051829, 25051829, 25051829, 25051829, 25051829, 25051829, 25051829, 25051829, 25051829, 25051829, 25051829, 25051829, 25051829, 25051829, 25051829, 25051829, 25051829, 25051829, 25051829, 25051829, 25051829, 25051829, 25051829, 25051829, 25274357, 25274357, 25274357, 25274357, 25274357, 25274357, 25274357, 25274357, 25274357, 25274357, 25274357, 25274357, 25274357, 25274357, 25274357, 25274357, 25274357, 25274357, 25274357, 25274357, 25274357, 25274357, 25274357, 25274357, 25274357, 25274357, 25274357, 25274357, 25274357, 25274357, 25274357, 25341194, 25274357, 25274357, 25274357, 25274357, 25274357, 25274357]",0,0,0,NPU,0,0,0,0,0,0,1.0,hot,0,0,0,0,1.0,0
0,3,meta-llama/Llama-3.1-8B,26,209,570907775,8495698819,7924791044,21888444,50436067,43265686,"[26802818, 25052199, 25052199, 25052199, 25052199, 25052199, 25052199, 25052199, 59242245, 25354389, 171718242, 146422271, 25755166, 25755166, 25755166, 25755166, 25755166, 25755166, 27679889, 25802576, 25802576, 25802576, 25802576, 25802576, 25802576, 27579202, 27566604, 27529230, 285739312, 50600609, 30154385, 26822699, 29747880, 26844708, 93558915, 27059851, 27059851, 29019418, 190839741, 146937332, 63155925, 27764953, 27764953, 27764953, 27764953, 27764953, 27764953, 27764953, 27764953, 27764953, 27764953, 27684411, 27684411, 27684411, 27684411, 27684411, 27684411, 27684411, 27684411, 27685307, 27685307, 27685307, 27685307, 27685307, 27685307, 27685307, 27685307, 27685307, 27685307, 27685307, 27685307, 27685307, 27685307, 27685307, 27685307, 27685307, 27685307, 27685307, 27685307, 27685307, 27685307, 27685307, 27685307, 27685307, 27685307, 27685307, 27685307, 26520888, 325935842, 26699917, 26699917, 25040478, 25040478, 25040478, 25089086, 25089086, 25089086, 25089086, 25089086, 25089086, 25089086, 101063464, 24842869, 25029791, 25029791, 25029791, 25029791, 25029791, 25029791, 25029791, 25029791, 25029791, 25029791, 25029791, 25029791, 25029791, 25029791, 24890641, 24842869, 24842869, 24842869, 24842869, 24842869, 24842869, 24842869, 24842869, 24842869, 24842869, 24842869, 24842869, 24842869, 24842869, 24842869, 25068031, 25029791, 25029791, 25029791, 25029791, 25029791, 25029791, 25029791, 25029791, 25116479, 25116479, 25116479, 25116479, 25116479, 25116479, 25116479, 25154719, 25116479, 25116479, 25116479, 25116479, 25116479, 25116479, 25116479, 25116479, 25116479, 25116479, 25116479, 25116479, 25116479, 25116479, 25116479, 1812548239, 25116479, 25116479, 25116479, 25116479, 25116479, 25116479, 25116479, 25116479, 25116479, 25116479, 25116479, 25116479, 25116479, 25116479, 25116479, 25116479]",0,0,0,CPU,25165824,0,25165824,0,25165824,25165824,1.0,hot,0,0,0,0,1.0,50331648
0,1,meta-llama/Llama-3.1-8B,9,342,347938951,10073911152,9725972201,19924492,46838713,29154016,"[24481019, 24481019, 24481019, 24481019, 26797072, 24432469, 24432469, 24432469, 28547623, 26802818, 25052199, 25052199, 25052199, 25052199, 25052199, 25052199, 25052199, 59242245, 25354389, 171718242, 146422271, 25755166, 25755166, 25755166, 25755166, 25755166, 25755166, 27679889, 25802576, 25802576, 25802576, 25802576, 25802576, 25802576, 27579202, 27566604, 27529230, 285739312, 50600609, 30154385, 26822699, 29747880, 26844708, 93558915, 27059851, 27059851, 29019418, 190839741, 146937332, 63155925, 27764953, 27764953, 27764953, 27764953, 27764953, 27764953, 27764953, 27764953, 27764953, 27764953, 27684411, 27684411, 27684411, 27684411, 27684411, 27684411, 27684411, 27684411, 27685307, 27685307, 27685307, 27685307, 27685307, 27685307, 27685307, 27685307, 27685307, 27685307, 27685307, 27685307, 27685307, 27685307, 27685307, 27685307, 27685307, 27685307, 27685307, 27685307, 27685307, 27685307, 27685307, 27685307, 27685307, 27685307, 27685307, 27685307, 26520888, 24833243, 24833243, 24833243, 24833243, 24833243, 201769627, 26699917, 26699917, 25040478, 25040478, 25040478, 25089086, 25089086, 25089086, 25089086, 25089086, 25089086, 25089086, 24771925, 24771925, 24771925, 26747689, 24842869, 25029791, 25029791, 25029791, 25029791, 25029791, 25029791, 25029791, 25029791, 25029791, 25029791, 25029791, 25029791, 25029791, 25029791, 24890641, 24842869, 24842869, 24842869, 24842869, 24842869, 24842869, 24842869, 24842869, 24842869, 24842869, 24842869, 24842869, 24842869, 24842869, 24842869, 25068031, 25029791, 25029791, 25029791, 25029791, 25029791, 25029791, 25029791, 25029791, 25116479, 25116479, 25116479, 25116479, 25116479, 25116479, 25116479, 25154719, 25116479, 25116479, 25116479, 25116479, 25116479, 25116479, 25116479, 25116479, 25116479, 25116479, 25116479, 25116479, 25116479, 25116479, 25116479, 25166329, 25051829, 25051829, 25051829, 25051829, 25051829, 25051829, 25051829, 25051829, 25051829, 25051829, 25051829, 25051829, 25051829, 25051829, 25051829, 25051829, 25051829, 25051829, 25051829, 25051829, 25051829, 25051829, 25051829, 25051829, 25051829, 25051829, 25051829, 25051829, 25051829, 25051829, 25051829, 25051829, 25274357, 25274357, 25274357, 25274357, 25274357, 25274357, 25274357, 25274357, 25274357, 25274357, 25274357, 25274357, 25274357, 25274357, 25274357, 25274357, 25274357, 25274357, 25274357, 25274357, 25274357, 25274357, 25274357, 25274357, 25274357, 25274357, 25274357, 25274357, 25274357, 25274357, 25274357, 25341194, 25274357, 25274357, 25274357, 25274357, 25274357, 25274357, 25230979, 25116479, 25116479, 25116479, 25116479, 25116479, 25116479, 25116479, 25116479, 25116479, 25116479, 25116479, 25116479, 25116479, 25116479, 25116479, 25116479, 26756224, 26641724, 26641724, 26287926, 26287926, 25774206, 24917685, 24996181, 25829887, 25782115, 25997827, 25668423, 25668423, 25969703, 25969703, 25262203, 25262203, 25262203, 25262203, 25262203, 25262203, 25262203, 25262203, 25262203, 26282930, 25274357, 25274357, 25274357, 25274357, 25274357, 25274357, 25274357, 25274357, 25274357, 25274357, 25274357, 25274357, 25274357, 25274357, 25274357, 25350727, 25274357, 25274357, 25274357, 25274357, 25274357, 25274357, 25274357, 25274357, 25274357, 25274357, 25274357, 25274357, 25274357, 25274357, 25274357, 25274357, 25304821, 25304821, 25304821, 25304821, 25304821]",0,0,0,NPU,0,0,0,0,0,0,1.0,hot,0,0,0,0,1.0,0
0,0,meta-llama/Llama-3.1-8B,85,501,46926808,11677651985,11630725177,0,29098963,27955725,"[24319806, 24319806, 24319806, 24319806, 24319806, 24319806, 24319806, 24319806, 24319806, 24319806, 24319806, 24319806, 26914221, 24481019, 24481019, 24481019, 24481019, 26797072, 24432469, 24432469, 24432469, 28547623, 26802818, 25052199, 25052199, 25052199, 25052199, 25052199, 25052199, 25052199, 59242245, 25354389, 171718242, 146422271, 25755166, 25755166, 25755166, 25755166, 25755166, 25755166, 27679889, 25802576, 25802576, 25802576, 25802576, 25802576, 25802576, 27579202, 27566604, 27529230, 285739312, 50600609, 30154385, 26822699, 29747880, 26844708, 93558915, 27059851, 27059851, 29019418, 190839741, 146937332, 63155925, 27764953, 27764953, 27764953, 27764953, 27764953, 27764953, 27764953, 27764953, 27764953, 27764953, 27684411, 27684411, 27684411, 27684411, 27684411, 27684411, 27684411, 27684411, 27685307, 27685307, 27685307, 27685307, 27685307, 27685307, 27685307, 27685307, 27685307, 27685307, 27685307, 27685307, 27685307, 27685307, 27685307, 27685307, 27685307, 27685307, 27685307, 27685307, 27685307, 27685307, 27685307, 27685307, 27685307, 27685307, 27685307, 27685307, 26520888, 24833243, 24833243, 24833243, 24833243, 24833243, 25003134, 25003134, 25003134, 25003134, 25003134, 25003134, 25003134, 26747689, 26699917, 26699917, 25040478, 25040478, 25040478, 25089086, 25089086, 25089086, 25089086, 25089086, 25089086, 25089086, 24771925, 24771925, 24771925, 26747689, 24842869, 25029791, 25029791, 25029791, 25029791, 25029791, 25029791, 25029791, 25029791, 25029791, 25029791, 25029791, 25029791, 25029791, 25029791, 24890641, 24842869, 24842869, 24842869, 24842869, 24842869, 24842869, 24842869, 24842869, 24842869, 24842869, 24842869, 24842869, 24842869, 24842869, 24842869, 25068031, 25029791, 25029791, 25029791, 25029791, 25029791, 25029791, 25029791, 25029791, 25116479, 25116479, 25116479, 25116479, 25116479, 25116479, 25116479, 25154719, 25116479, 25116479, 25116479, 25116479, 25116479, 25116479, 25116479, 25116479, 25116479, 25116479, 25116479, 25116479, 25116479, 25116479, 25116479, 25166329, 25051829, 25051829, 25051829, 25051829, 25051829, 25051829, 25051829, 25051829, 25051829, 25051829, 25051829, 25051829, 25051829, 25051829, 25051829, 25051829, 25051829, 25051829, 25051829, 25051829, 25051829, 25051829, 25051829, 25051829, 25051829, 25051829, 25051829, 25051829, 25051829, 25051829, 25051829, 25051829, 25274357, 25274357, 25274357, 25274357, 25274357, 25274357, 25274357, 25274357, 25274357, 25274357, 25274357, 25274357, 25274357, 25274357, 25274357, 25274357, 25274357, 25274357, 25274357, 25274357, 25274357, 25274357, 25274357, 25274357, 25274357, 25274357, 25274357, 25274357, 25274357, 25274357, 25274357, 25341194, 25274357, 25274357, 25274357, 25274357, 25274357, 25274357, 25230979, 25116479, 25116479, 25116479, 25116479, 25116479, 25116479, 25116479, 25116479, 25116479, 25116479, 25116479, 25116479, 25116479, 25116479, 25116479, 25116479, 26756224, 26641724, 26641724, 26287926, 26287926, 25774206, 24917685, 24996181, 25829887, 25782115, 25997827, 25668423, 25668423, 25969703, 25969703, 25262203, 25262203, 25262203, 25262203, 25262203, 25262203, 25262203, 25262203, 25262203, 26282930, 25274357, 25274357, 25274357, 25274357, 25274357, 25274357, 25274357, 25274357, 25274357, 25274357, 25274357, 25274357, 25274357, 25274357, 25274357, 25350727, 25274357, 25274357, 25274357, 25274357, 25274357, 25274357, 25274357, 25274357, 25274357, 25274357, 25274357, 25274357, 25274357, 25274357, 25274357, 25274357, 25304821, 25304821, 25304821, 25304821, 25304821, 26597503, 26349776, 26349776, 26349776, 26349776, 26349776, 25916533, 25916533, 25322687, 25322687, 26282930, 26235158, 26235158, 25739482, 25739482, 25274357, 25262203, 25262203, 25262203, 25262203, 25262203, 25262203, 25262203, 25262203, 25262203, 25262203, 25348105, 25262203, 25262203, 25262203, 25262203, 25262203, 25262203, 25262203, 25262203, 25262203, 25262203, 25262203, 25262203, 25262203, 25262203, 25262203, 25262203, 25262203, 25262203, 25262203, 25262203, 25262203, 25262203, 25262203, 25262203, 25262203, 25262203, 25262203, 25262203, 25262203, 25262203, 25262203, 25262203, 25262203, 25262203, 25262203, 25262203]",0,0,0,NPU,0,0,0,0,0,0,1.0,hot,0,0,0,0,1.0,0
0,5,meta-llama/Llama-3.1-8B,9,310,604829891,12935497957,12330668066,16513951,43316769,40957837,"[25052199, 25052199, 25052199, 25052199, 25052199, 25052199, 25052199, 59242245, 25354389, 171718242, 146422271, 25755166, 25755166, 25755166, 25755166, 25755166, 25755166, 27679889, 25802576, 25802576, 25802576, 25802576, 25802576, 25802576, 27579202, 27566604, 27529230, 285739312, 50600609, 30154385, 26822699, 29747880, 26844708, 93558915, 27059851, 27059851, 29019418, 190839741, 146937332, 63155925, 27764953, 27764953, 27764953, 27764953, 27764953, 27764953, 27764953, 27764953, 27764953, 27764953, 27684411, 27684411, 27684411, 27684411, 27684411, 27684411, 27684411, 27684411, 27685307, 27685307, 27685307, 27685307, 27685307, 27685307, 27685307, 27685307, 27685307, 27685307, 27685307, 27685307, 27685307, 27685307, 27685307, 27685307, 27685307, 27685307, 27685307, 27685307, 27685307, 27685307, 27685307, 27685307, 27685307, 27685307, 27685307, 27685307, 26520888, 325935842, 26699917, 26699917, 25040478, 25040478, 25040478, 25089086, 25089086, 25089086, 25089086, 25089086, 25089086, 25089086, 101063464, 24842869, 375307715, 24842869, 24842869, 24842869, 24842869, 24842869, 24842869, 24842869, 24842869, 24842869, 24842869, 24842869, 24842869, 24842869, 24842869, 24842869, 2615571855, 25116479, 25116479, 25116479, 25116479, 25116479, 25116479, 25116479, 25116479, 25116479, 25116479, 25116479, 25116479, 25116479, 25116479, 25116479, 25116479, 26756224, 26641724, 26641724, 26287926, 26287926, 25774206, 24917685, 24996181, 25829887, 25782115, 25997827, 25668423, 25668423, 25969703, 25969703, 253642757, 25274357, 25274357, 25274357, 25274357, 25274357, 25274357, 25274357, 25274357, 25274357, 25274357, 25274357, 25274357, 25274357, 25274357, 25274357, 25350727, 25274357, 25274357, 25274357, 25274357, 25274357, 25274357, 25274357, 25274357, 25274357, 25274357, 25274357, 25274357, 25274357, 25274357, 25274357, 25274357, 25304821, 25304821, 25304821, 25304821, 25304821, 26597503, 26349776, 26349776, 26349776, 26349776, 26349776, 25916533, 25916533, 25322687, 25322687, 26282930, 26235158, 26235158, 25739482, 25739482, 25274357, 25262203, 25262203, 25262203, 25262203, 25262203, 25262203, 25262203, 25262203, 25262203, 25262203, 25348105, 25262203, 25262203, 25262203, 25262203, 25262203, 25262203, 25262203, 25262203, 25262203, 25262203, 25262203, 25262203, 25262203, 25262203, 25262203, 25262203, 25262203, 25262203, 25262203, 25262203, 25262203, 25262203, 25262203, 25262203, 25262203, 25262203, 25262203, 25262203, 25262203, 25262203, 25262203, 25262203, 25262203, 25262203, 25262203, 25262203, 27302929, 26464944, 25491349, 25491349, 25491349, 25491349, 25491349, 25491349, 25491349, 25491349, 25491349, 26335698, 26287926, 26287926, 25732479, 25732479, 25350782, 25350782, 25350782, 25350782, 25350782, 25350782, 25350782, 25350782, 25350782, 25350782, 25350782, 26335698, 26287926, 26125428, 26125428, 26125428, 26125428, 25668423, 25668423, 25668423, 25668423, 25668423, 25274357, 25274357, 25274357, 25274357, 25274357, 25706663, 25668423, 25491349, 25491349, 25491349, 25732479]",0,0,0,NPU,0,0,0,0,0,0,1.0,hot,0,0,0,0,1.0,0
0,6,meta-llama/Llama-3.1-8B,10,245,610813767,14568448370,13957634603,10530075,37332893,59488468,"[25052199, 25052199, 25052199, 25052199, 25052199, 25052199, 25052199, 59242245, 25354389, 171718242, 146422271, 25755166, 25755166, 25755166, 25755166, 25755166, 25755166, 27679889, 25802576, 25802576, 25802576, 25802576, 25802576, 25802576, 27579202, 27566604, 27529230, 285739312, 50600609, 30154385, 26822699, 29747880, 26844708, 93558915, 27059851, 27059851, 29019418, 190839741, 146937332, 63155925, 27764953, 27764953, 27764953, 27764953, 27764953, 27764953, 27764953, 27764953, 27764953, 27764953, 27684411, 27684411, 27684411, 27684411, 27684411, 27684411, 27684411, 27684411, 27685307, 27685307, 27685307, 27685307, 27685307, 27685307, 27685307, 27685307, 27685307, 27685307, 27685307, 27685307, 27685307, 27685307, 27685307, 27685307, 27685307, 27685307, 27685307, 27685307, 27685307, 27685307, 27685307, 27685307, 27685307, 27685307, 27685307, 27685307, 26520888, 325935842, 26699917, 26699917, 25040478, 25040478, 25040478, 25089086, 25089086, 25089086, 25089086, 25089086, 25089086, 25089086, 101063464, 3816985362, 26641724, 26641724, 26287926, 26287926, 25774206, 24917685, 24996181, 25829887, 25782115, 25997827, 25668423, 25668423, 25969703, 25969703, 253642757, 961977402, 26349776, 26349776, 26349776, 26349776, 26349776, 25916533, 25916533, 25322687, 25322687, 26282930, 26235158, 26235158, 25739482, 25739482, 25274357, 1214712372, 26464944, 25491349, 25491349, 25491349, 25491349, 25491349, 25491349, 25491349, 25491349, 25491349, 26335698, 26287926, 26287926, 25732479, 25732479, 305194300, 26287926, 26125428, 26125428, 26125428, 26125428, 25668423, 25668423, 25668423, 25668423, 25668423, 25274357, 25274357, 25274357, 25274357, 25274357, 25706663, 25668423, 25491349, 25491349, 25491349, 25732479, 27090152, 26044318, 26044318, 25491349, 25491349, 25491349, 25491349, 25491349, 25491349, 25491349, 26493396, 26464944, 25668423, 25668423, 25668423, 25668423, 25929013, 25929013, 25929013, 25929013, 25929013, 25929013, 25929013, 25929013, 25929013, 25929013, 25716195, 25668423, 25668423, 25668423, 25668423, 25668423, 25668423, 25954302, 25954302, 25954302, 25491349, 25491349, 25491349, 25491349, 25491349, 25491349, 26292095, 26253855, 26253855, 26253855, 26253855, 26253855, 26253855, 26253855, 26253855, 26253855, 26253855, 26253855, 26253855, 26253855, 26253855, 26253855, 26011607, 25954302, 25954302, 25954302, 25897854]",0,0,0,CPU,50331648,0,50331648,0,50331648,50331648,1.0,hot,0,0,0,0,1.0,100663296
0,8,meta-llama/Llama-3.1-8B,920,1193,903845068,16339959909,15436114841,4263619,175981861,56103430,"[146422271, 25755166, 25755166, 25755166, 25755166, 25755166, 25755166, 27679889, 25802576, 25802576, 25802576, 25802576, 25802576, 25802576, 27579202, 27566604, 27529230, 285739312, 50600609, 30154385, 26822699, 29747880, 26844708, 93558915, 27059851, 27059851, 29019418, 190839741, 146937332, 63155925, 27764953, 27764953, 27764953, 27764953, 27764953, 27764953, 27764953, 27764953, 27764953, 27764953, 27684411, 27684411, 27684411, 27684411, 27684411, 27684411, 27684411, 27684411, 27685307, 27685307, 27685307, 27685307, 27685307, 27685307, 27685307, 27685307, 27685307, 27685307, 27685307, 27685307, 27685307, 27685307, 27685307, 27685307, 27685307, 27685307, 27685307, 27685307, 27685307, 27685307, 27685307, 27685307, 27685307, 27685307, 27685307, 27685307, 26520888, 325935842, 26699917, 26699917, 351808500, 3816985362, 26641724, 26641724, 26287926, 26287926, 25774206, 75743753, 25782115, 25997827, 25668423, 25668423, 25969703, 25969703, 253642757, 961977402, 26349776, 26349776, 26349776, 26349776, 26349776, 25916533, 25916533, 76928304, 26235158, 26235158, 25739482, 25739482, 1239986729, 26464944, 25491349, 25491349, 25491349, 25491349, 25491349, 25491349, 25491349, 25491349, 25491349, 26335698, 26287926, 26287926, 25732479, 25732479, 305194300, 26287926, 26125428, 26125428, 26125428, 26125428, 25668423, 25668423, 25668423, 25668423, 25668423, 152078448, 25668423, 25491349, 25491349, 25491349, 25732479, 27090152, 26044318, 26044318, 25491349, 25491349, 25491349, 25491349, 25491349, 25491349, 25491349, 26493396, 26464944, 25668423, 25668423, 25668423, 25668423, 25929013, 25929013, 25929013, 25929013, 25929013, 25929013, 25929013, 25929013, 25929013, 25929013, 25716195, 25668423, 25668423, 25668423, 25668423, 25668423, 25668423, 25954302, 25954302, 25954302, 25491349, 25491349, 25491349, 25491349, 25491349, 25491349, 26292095, 26253855, 26253855, 26253855, 26253855, 26253855, 26253855, 26253855, 26253855, 26253855, 26253855, 26253855, 26253855, 26253855, 26253855, 26253855, 26011607, 25954302, 25954302, 25954302, 25897854, 26657987, 26553020, 26349776, 25668423, 25668423, 25668423, 25668423, 25668423, 25668423, 25969703, 25969703, 26101623, 26164062, 26164062, 26077588, 26077588, 25619925, 25619925, 25619925, 25619925, 25619925, 25619925, 25619925, 25619925, 25619925, 25619925, 25619925, 25955159, 25897854, 25897854, 25897854, 25897854, 25897854, 25897854, 25897854, 25897854, 25897854, 25897854, 25897854, 25897854, 25897854, 25897854, 25897854, 26354687, 26316447, 26316447, 26316447, 26316447, 26316447, 26316447, 26316447, 26316447, 26316447, 26316447, 26316447, 26316447, 26316447, 26316447, 26316447, 26420975, 26354138, 26354138, 26490517, 26490517, 26490517, 26490517, 26490517, 26490517]",0,0,0,NPU,0,0,0,0,0,0,1.0,hot,0,0,0,0,1.0,0
0,7,meta-llama/Llama-3.1-8B,253,668,811936853,19781378619,18969441766,11575200,70817445,45648851,"[25354389, 171718242, 146422271, 25755166, 25755166, 25755166, 25755166, 25755166, 25755166, 27679889, 25802576, 25802576, 25802576, 25802576, 25802576, 25802576, 27579202, 27566604, 27529230, 285739312, 50600609, 30154385, 26822699, 29747880, 26844708, 93558915, 27059851, 27059851, 29019418, 190839741, 146937332, 63155925, 27764953, 27764953, 27764953, 27764953, 27764953, 27764953, 27764953, 27764953, 27764953, 27764953, 27684411, 27684411, 27684411, 27684411, 27684411, 27684411, 27684411, 27684411, 27685307, 27685307, 27685307, 27685307, 27685307, 27685307, 27685307, 27685307, 27685307, 27685307, 27685307, 27685307, 27685307, 27685307, 27685307, 27685307, 27685307, 27685307, 27685307, 27685307, 27685307, 27685307, 27685307, 27685307, 27685307, 27685307, 27685307, 27685307, 26520888, 325935842, 26699917, 26699917, 351808500, 3816985362, 26641724, 26641724, 26287926, 26287926, 25774206, 24917685, 24996181, 25829887, 25782115, 25997827, 25668423, 25668423, 25969703, 25969703, 253642757, 961977402, 26349776, 26349776, 26349776, 26349776, 26349776, 25916533, 25916533, 25322687, 25322687, 26282930, 26235158, 26235158, 25739482, 25739482, 1239986729, 26464944, 25491349, 25491349, 25491349, 25491349, 25491349, 25491349, 25491349, 25491349, 25491349, 26335698, 26287926, 26287926, 25732479, 25732479, 305194300, 26287926, 26125428, 26125428, 26125428, 26125428, 25668423, 25668423, 25668423, 25668423, 25668423, 25274357, 25274357, 25274357, 25274357, 25274357, 25706663, 25668423, 25491349, 25491349, 25491349, 25732479, 27090152, 26044318, 26044318, 25491349, 25491349, 25491349, 25491349, 25491349, 25491349, 25491349, 26493396, 26464944, 25668423, 25668423, 25668423, 25668423, 25929013, 25929013, 25929013, 25929013, 25929013, 25929013, 25929013, 25929013, 25929013, 25929013, 25716195, 25668423, 25668423, 25668423, 25668423, 25668423, 25668423, 25954302, 25954302, 25954302, 25491349, 25491349, 25491349, 25491349, 25491349, 25491349, 26292095, 26253855, 26253855, 26253855, 26253855, 26253855, 26253855, 26253855, 26253855, 26253855, 26253855, 26253855, 26253855, 26253855, 26253855, 26253855, 26011607, 25954302, 25954302, 25954302, 25897854, 26657987, 26553020, 26349776, 25668423, 25668423, 25668423, 25668423, 25668423, 25668423, 25969703, 25969703, 26101623, 26164062, 26164062, 26077588, 26077588, 25619925, 25619925, 25619925, 25619925, 25619925, 25619925, 25619925, 25619925, 25619925, 25619925, 25619925, 25955159, 25897854, 25897854, 25897854, 25897854, 25897854, 25897854, 25897854, 25897854, 25897854, 25897854, 25897854, 25897854, 25897854, 25897854, 25897854, 26354687, 26316447, 26316447, 26316447, 26316447, 26316447, 26316447, 26316447, 26316447, 26316447, 26316447, 26316447, 26316447, 26316447, 26316447, 26316447, 26420975, 26354138, 26354138, 26490517, 26490517, 26490517, 26490517, 26490517, 26490517, 27032073, 26726923, 26726923, 26726923, 26726923, 26726923, 26726923, 26726923, 26726923, 26726923, 26726923, 26726923, 26726923, 26726923, 26726923, 26726923, 26726923, 26726923, 26726923, 26726923, 26726923, 26726923, 26726923, 26726923, 26726923, 26726923, 26726923, 26726923, 26726923, 26726923, 26726923, 25782115, 26049543, 26049543, 25859550, 25859550, 25859550, 25859550, 25859550, 26116380, 26049543, 26049543, 26049543, 26049543, 26049543, 26049543, 26049543, 26049543, 26049543, 26049543, 26049543, 26049543, 26049543, 26049543, 26049543, 26116380, 26049543, 26049543, 26049543, 26049543, 26049543, 26049543, 26049543, 26326183, 26326183, 26326183, 26326183, 26326183, 26326183, 26326183, 26326183, 25930220, 25853850, 25853850, 25853850, 26468245, 26468245, 26468245, 26468245, 26468245, 26468245, 26468245, 26468245, 26468245, 26468245, 26468245, 26468245, 26011607, 25954302, 25954302, 25954302, 25954302, 25954302, 25954302, 25954302, 25954302, 25954302, 25954302, 25954302, 25954302, 25954302, 25954302, 25954302, 26011607, 25954302, 25954302, 25954302, 25954302, 25954302, 25954302, 25954302, 25954302, 25954302, 25954302, 25954302, 25954302, 25954302, 25954302, 25954302, 26554147, 26468245, 26468245, 26468245, 26468245, 26468245, 26468245, 26468245, 26468245, 26468245, 26468245, 26468245]",0,0,0,NPU,0,0,0,0,0,0,1.0,hot,0,0,0,0,1.0,0
